url,sitemap,sitemap_lastmod,lastmod_gate,lifecycle,distinct_intent,index_state,impressions,clicks,average_position,query_diversity,business_role,qualified_action,survival_decision,decision_reason,evidence_scope,review_due
https://hermeslogisticsus.com/,sitemap.xml,2026-09-20,MODIFIED_WITHIN_GSC_WINDOW,core_money,ecosystem_direction_hub,GSC_VISIBLE_CURRENT_WINDOW,139,3,49.9712,6,brand_entity_and_direction_router,choose_direction_or_contextual_cta,KEEP,current_gsc_row_supports_survival,GSC_TOP_PAGE_ROW,2026-10-21
https://hermeslogisticsus.com/paths/logistics/find-your-path/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/carriers/owner-operators/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/carriers/fleet-owners/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/carriers/new-authority/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/carriers/direct-freight-development/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/carriers/trusted-carrier-network/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/customers/vehicle-transport/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/customers/port-pickup/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,GSC_VISIBLE_CURRENT_WINDOW,2,0,74.5000,1,commercial_or_navigation_owner,logistics_request_preview,KEEP,current_gsc_row_supports_survival,GSC_RETURNED_QUERY_PAGE_ROWS,2026-10-21
https://hermeslogisticsus.com/paths/logistics/customers/luxury-classic-vehicle/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/shippers-dealers/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/brokers/carrier-capacity/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/drivers/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/agency-partners/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/paths/logistics/guidance/,sitemap.xml,2026-07-29,LASTMOD_PREDATES_WINDOW,core_money,logistics_audience_path,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,commercial_or_navigation_owner,logistics_request_preview,PENDING_EVIDENCE,not_in_returned_top_rows_full_gsc_or_url_inspection_required,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/,sitemap.xml,2026-09-20,MODIFIED_WITHIN_GSC_WINDOW,core_money,car_hauler_load_discovery,GSC_VISIBLE_CURRENT_WINDOW,33,0,77.7879,8,logistics_demand_and_carrier_entry,carrier_cta,IMPROVE,relevant_query_family_growing_but_positions_65_82,GSC_TOP_PAGE_ROW,2026-10-21
https://hermeslogisticsus.com/load-board/providers/ship-cars/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/providers/central-dispatch/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/providers/super-dispatch/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/providers/dat/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/providers/truckstop/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
https://hermeslogisticsus.com/load-board/providers/123loadboard/,sitemap.xml,2026-09-11,MODIFIED_WITHIN_GSC_WINDOW,core_money,load_board_provider_comparison,SITEMAP_ONLY_GSC_TOP_ROWS_UNKNOWN,,,,0,logistics_demand_and_carrier_entry,carrier_cta,PENDING_EVIDENCE,modified_within_current_gsc_window_observation_gate,NO_GSC_ROW_RETURNED,AFTER_FULL_GSC_OR_URL_INSPECTION
